timestamp,status_chassis_is_moving,status_chassis_force_protected,status_chassis_impact_protected,status_chassis_is_static,status_chassis_is_unbalanced,status_chassis_speed_x,status_chassis_speed_y,status_chassis_angle_speed,status_chassis_temp_overheat,status_chassis_battery_low,status_chassis_firmware_error
0.35349607467651367,0,0,0,0,0,0,0,0,0,0,0
0.5570826530456543,0,0,0,0,0,0,0,0,0,0,0
0.6026384830474854,0,0,0,0,0,0,0,0,0,0,0
0.8010513782501221,0,0,0,0,0,0,0,0,0,0,0
1.1716837882995605,0,0,0,0,0,0,0,0,0,0,0
1.3767192363739014,0,0,0,0,0,0,0,0,0,0,0
1.4204838275909424,0,0,0,0,0,0,0,0,0,0,0
1.6204960346221924,0,0,0,0,0,0,0,0,0,0,0
1.9913835525512695,0,0,0,0,0,0,0,0,0,0,0
2.020671844482422,0,0,0,0,0,0,0,0,0,0,0
2.4010212421417236,0,0,0,0,0,0,0,0,0,0,0
2.4441440105438232,0,0,0,0,0,0,0,0,0,0,0
2.640082836151123,0,0,0,0,0,0,0,0,0,0,0
3.0326318740844727,1,0,0,0,0,0,0,0,0,0,0
3.2190825939178467,1,0,0,0,0,0,0,0,0,0,0
3.4228785037994385,0,0,0,0,0,0,0,0,0,0,0
3.6278440952301025,0,0,0,0,0,0,0,0,0,0,0
3.7912192344665527,0,0,0,0,0,0,0,0,0,0,0
4.040399789810181,0,0,0,0,0,0,0,0,0,0,0
4.247828960418701,0,0,0,0,0,0,0,0,0,0,0
4.448376178741455,0,0,0,0,0,0,0,0,0,0,0
4.653844594955444,0,0,0,0,0,0,0,0,0,0,0
4.68078875541687,0,0,0,0,0,0,0,0,0,0,0
4.881417274475098,0,0,0,0,0,0,0,0,0,0,0
5.100356340408325,0,0,0,0,0,0,0,0,0,0,0
5.473125457763672,0,0,0,0,0,0,0,0,0,0,0
5.499244451522827,0,0,0,0,0,0,0,0,0,0,0
5.8055291175842285,0,0,0,0,0,0,0,0,0,0,0
5.921271085739136,0,0,0,0,0,0,0,0,0,0,0
6.291270017623901,0,0,0,0,0,0,0,0,0,0,0
6.3193230628967285,0,0,0,0,0,0,0,0,0,0,0
6.5205206871032715,0,0,0,0,0,0,0,0,0,0,0
6.8088884353637695,1,0,0,0,0,0,0,0,0,0,0
7.12179160118103,1,0,0,0,0,0,0,0,0,0,0
7.141586065292358,1,0,0,0,0,0,0,0,0,0,0
7.5213000774383545,1,0,0,0,0,0,0,0,0,0,0
7.540563344955444,0,0,0,0,0,0,0,0,0,0,0
7.821362018585205,0,0,0,0,0,0,0,0,0,0,0
7.960360765457153,0,0,0,0,0,0,0,0,0,0,0
8.163805961608887,0,0,0,0,0,0,0,0,0,0,0
8.380373239517212,0,0,0,0,0,0,0,0,0,0,0
8.750027894973755,0,0,0,0,0,0,0,0,0,0,0
8.83543348312378,0,0,0,0,0,0,0,0,0,0,0
8.982908248901367,0,0,0,0,0,0,0,0,0,0,0
9.180346012115479,0,0,0,0,0,0,0,0,0,0,0
9.380549907684326,0,0,0,0,0,0,0,0,0,0,0
9.773267269134521,0,0,0,0,0,0,0,0,0,0,0
9.801217317581177,0,0,0,0,0,0,0,0,0,0,0
9.999461650848389,0,0,0,0,0,0,0,0,0,0,0
10.20036506652832,1,0,0,0,0,0,0,0,0,0,0
10.591152429580688,0,0,0,0,0,0,0,0,0,0,0
10.620337724685669,0,0,0,0,0,0,0,0,0,0,0
10.851937770843506,0,0,0,0,0,0,0,0,0,0,0
11.208091259002686,0,0,0,0,0,0,0,0,0,0,0
11.411572933197021,0,0,0,0,0,0,0,0,0,0,0
11.440161943435669,0,0,0,0,0,0,0,0,0,0,0
11.641211032867432,0,0,0,0,0,0,0,0,0,0,0
11.856260776519775,0,0,0,0,0,0,0,0,0,0,0
12.061092376708984,0,0,0,0,0,0,0,0,0,0,0
12.259979248046875,0,0,0,0,0,0,0,0,0,0,0
12.46161437034607,0,0,0,0,0,0,0,0,0,0,0
12.681058406829834,0,0,0,0,0,0,0,0,0,0,0
12.881624221801758,0,0,0,0,0,0,0,0,0,0,0
13.080203294754028,0,0,0,0,0,0,0,0,0,0,0
13.282768249511719,0,0,0,0,0,0,0,0,0,0,0
13.48292851448059,0,0,0,0,0,0,0,0,0,0,0
13.901506423950195,0,0,0,0,0,0,0,0,0,0,0
13.902767658233643,1,0,0,0,0,0,0,0,0,0,0
14.101696491241455,1,0,0,0,0,0,0,0,0,0,0
14.301660299301147,1,0,0,0,0,0,0,0,0,0,0
14.520734548568726,0,0,0,0,0,0,0,0,0,0,0
14.883469104766846,0,0,0,0,0,0,0,0,0,0,0
15.100226640701294,0,0,0,0,0,0,0,0,0,0,0
15.120604038238525,0,0,0,0,0,0,0,0,0,0,0
15.312885761260986,0,0,0,0,0,0,0,0,0,0,0
15.51750636100769,0,0,0,0,0,0,0,0,0,0,0
15.715377807617188,0,0,0,0,0,0,0,0,0,0,0
16.1227068901062,0,0,0,0,0,0,0,0,0,0,0
16.141309022903442,0,0,0,0,0,0,0,0,0,0,0
16.340529203414917,0,0,0,0,0,0,0,0,0,0,0
16.546210289001465,0,0,0,0,0,0,0,0,0,0,0
16.762324571609497,0,0,0,0,0,0,0,0,0,0,0
17.14617133140564,1,0,0,0,0,0,0,0,0,0,0
17.160738229751587,1,0,0,0,0,0,0,0,0,0,0
17.36038327217102,0,0,0,0,0,0,0,0,0,0,0
17.55689287185669,0,0,0,0,0,0,0,0,0,0,0
17.760324478149414,0,0,0,0,0,0,0,0,0,0,0
17.961432218551636,0,0,0,0,0,0,0,0,0,0,0
18.171911239624023,0,0,0,0,0,0,0,0,0,0,0
18.578601121902466,0,0,0,0,0,0,0,0,0,0,0
18.790825366973877,0,0,0,0,0,0,0,0,0,0,0
19.001638174057007,0,0,0,0,0,0,0,0,0,0,0
19.194856882095337,0,0,0,0,0,0,0,0,0,0,0
19.399214029312134,0,0,0,0,0,0,0,0,0,0,0
19.604959726333618,0,0,0,0,0,0,0,0,0,0,0
19.810643434524536,0,0,0,0,0,0,0,0,0,0,0
20.02359652519226,0,0,0,0,0,0,0,0,0,0,0
20.22019386291504,0,0,0,0,0,0,0,0,0,0,0
20.42631459236145,0,0,0,0,0,0,0,0,0,0,0
20.640446662902832,0,0,0,0,0,0,0,0,0,0,0
20.841566562652588,0,0,0,0,0,0,0,0,0,0,0
21.042219638824463,1,0,0,0,0,0,0,0,0,0,0
21.439257621765137,1,0,0,0,0,0,0,0,0,0,0
21.440298557281494,1,0,0,0,0,0,0,0,0,0,0
21.652265548706055,0,0,0,0,0,0,0,0,0,0,0
21.857184648513794,0,0,0,0,0,0,0,0,0,0,0
22.078436374664307,0,0,0,0,0,0,0,0,0,0,0
22.267534017562866,0,0,0,0,0,0,0,0,0,0,0
22.472505569458008,0,0,0,0,0,0,0,0,0,0,0
22.677090406417847,0,0,0,0,0,0,0,0,0,0,0
22.882787704467773,0,0,0,0,0,0,0,0,0,0,0
23.101797819137573,0,0,0,0,0,0,0,0,0,0,0
23.499661922454834,0,0,0,0,0,0,0,0,0,0,0
23.50065588951111,0,0,0,0,0,0,0,0,0,0,0
23.90580725669861,0,0,0,0,0,0,0,0,0,0,0
23.921077728271484,0,0,0,0,0,0,0,0,0,0,0
24.121575117111206,0,0,0,0,0,0,0,0,0,0,0
24.321375131607056,0,0,0,0,0,0,0,0,0,0,0
24.53233289718628,1,0,0,0,0,0,0,0,0,0,0
24.732975006103516,0,0,0,0,0,0,0,0,0,0,0
24.929656505584717,0,0,0,0,0,0,0,0,0,0,0
25.135191440582275,0,0,0,0,0,0,0,0,0,0,0
25.33870506286621,0,0,0,0,0,0,0,0,0,0,0
25.543626308441162,0,0,0,0,0,0,0,0,0,0,0
25.748794555664062,0,0,0,0,0,0,0,0,0,0,0
25.953869342803955,0,0,0,0,0,0,0,0,0,0,0
26.161376953125,0,0,0,0,0,0,0,0,0,0,0
26.363214254379272,0,0,0,0,0,0,0,0,0,0,0
26.569066524505615,0,0,0,0,0,0,0,0,0,0,0
26.97659969329834,0,0,0,0,0,0,0,0,0,0,0
26.97802186012268,0,0,0,0,0,0,0,0,0,0,0
27.182894706726074,0,0,0,0,0,0,0,0,0,0,0
27.38850688934326,0,0,0,0,0,0,0,0,0,0,0
27.592631816864014,0,0,0,0,0,0,0,0,0,0,0
27.800750017166138,0,0,0,0,0,0,0,0,0,0,0
28.011778354644775,0,0,0,0,0,0,0,0,0,0,0
28.207733392715454,0,0,0,0,0,0,0,0,0,0,0
28.42057728767395,1,0,0,0,0,0,0,0,0,0,0
28.62118124961853,1,0,0,0,0,0,0,0,0,0,0
