Timestamp,YawSpeed,PitchSpeed
1754668296.4956641,-34.5466,-11.458699999999999
1754668296.5183985,-34.760799003934856,-11.529747284722326
1754668296.555477,-35.110144090127946,-11.645620931887626
1754668296.5871398,-35.408465987443925,-11.744570788741111
1754668296.7940466,-30.823852602139773,-8.519376310906189
1754668296.8278184,-22.947686386000193,-4.733910029608593
1754668296.8598819,-25.89983061243491,-6.082830793377718
1754668296.8919203,-28.85318158898354,-7.527478746151924
1754668296.9789279,-19.55216113380856,-1.718499761873066
1754668297.0156937,-24.209384290003772,-4.433354140973094
1754668297.0468385,-22.08290847565974,-4.46190774624348
1754668297.0789464,-16.54577018527835,-0.4867693077699351
1754668297.1108341,-21.757184317922594,-3.276029980015756
1754668297.1430924,-16.30285336592357,-1.801543813171533
1754668297.1751041,-20.313140940237044,-2.8478913569688746
1754668297.2061162,-18.139838227229564,-1.836580474430448
1754668297.2383087,-14.825643226826589,-1.0667985562889166
1754668297.270065,-18.438217778754233,-2.111001701354974
1754668297.3021984,-14.621702773312357,-0.6217371767940705
1754668297.3345177,-17.4504290823698,-1.6614647276401522
1754668297.3663378,-15.008883158569455,-1.161753421754533
1754668297.3983862,-13.212699054888798,-1.0126804324448253
1754668297.4302006,-15.838335878419876,-1.3609815993309016
1754668297.4787095,-11.655049052858711,-0.5946860447939284
1754668297.5106719,-14.307628363752368,-1.0518259470701208
1754668297.542922,-13.2630417310279,-1.5495303744618727
1754668297.5749075,-14.108958660078052,-1.204725947070121
1754668297.6070218,-10.8073234051666,-0.20372053074958973
1754668297.6392303,-11.51955995909551,-0.8935614330530155
1754668297.6712134,-12.742943487286567,-0.8908940394163118
1754668297.7031682,-9.975899133010033,-0.3860045825556975
1754668297.7348964,-11.984228768658639,-0.7300272919893249
1754668297.766952,-10.348041936159785,-0.726017134380339
1754668297.7989054,-8.740508446090203,0.278846888662189
1754668297.8305662,-10.734451253461838,-0.4080726725101461
1754668297.8623028,-9.636860838364981,-0.4014651098251333
1754668297.8944032,-10.461967936277388,-0.39478179841041483
1754668297.9265375,-8.24862378225395,-0.38809143829345627
1754668297.9579434,-7.548592043744999,-0.38155272455215383
1754668297.9898148,-9.164551770806316,-0.3749171159744257
1754668298.0215645,-8.052414525785686,-0.36830682315826346
1754668298.0532668,-8.861882631540299,-0.36170640845298696
1754668298.0847023,-6.598554333467586,0.15278963501160775
1754668301.9805858,-5.6716,-12.222100000000005
1754668302.0073445,-5.712990312004089,-12.311294677400594
1754668302.0432558,-5.768537944316864,-12.430997885823254
1754668302.0750961,-5.817788558101654,-12.53713123915196
1754668302.1070187,-5.8671664030075075,-12.643538771104817
1754668302.1392722,-5.917056122684478,-12.252035660041505
1754668302.1713207,-5.966628686523437,-12.702295127725606
1754668302.2037144,-4.89998286426671,-6.845750805394172
1754668302.235957,-5.717358056640624,-11.05014655594826
1754668302.2678158,-4.630398790214988,-6.613304946303195
1754668302.2998753,-5.45994227268696,-9.829624429368968
1754668302.3316681,-3.806272420435197,-4.366201470728097
1754668302.3639958,-5.023298788022995,-8.274398077440262
1754668302.396177,-3.9371101888979876,-4.342740289801831
1754668302.427878,-4.750866164588926,-7.156112898468978
1754668302.4752676,-4.367013677713439,-6.45407383113046
1754668302.5075858,-3.5430748510730163,-3.9868207753770064
1754668302.5393724,-4.349160138583184,-6.0898842442035654
1754668302.571386,-3.25480739239818,-3.623305728138911
1754668302.6035366,-4.063111157393455,-5.3948932805538155
1754668302.6352453,-2.9543884610229423,-1.8984746034311386
1754668302.6831357,-3.7822357537984823,-4.001618161045813
1754668302.7316115,-2.958227190880949,-2.7329136104093945
1754668302.763159,-3.4953081304311775,-3.668884472608568
1754668302.7951274,-2.387211868490616,-1.682832228330373
1754668302.8271823,-3.19001750049591,-3.0850629635095554
1754668302.8587904,-3.2092763186931603,-3.0982340607404666
1754668302.8907008,-3.2287193372726435,-3.1115311325311614
1754668302.9229362,-2.127838714159254,-1.128136587318302
1754668306.05551,29.562500000000004,-11.763400000000004
1754668306.088835,29.83118246495724,-11.870313126707082
1754668306.125356,30.125632688403133,-11.987479663991932
1754668306.1728241,30.50834493339062,-12.139767096471791
1754668306.205036,30.768052414059643,-11.747243610561634
1754668306.236903,23.67277667072729,-6.659544165247678
1754668306.2686968,29.008429536271095,-10.58159443650246
1754668306.3006053,24.725324386452822,-7.651653842145862
1754668306.3325968,28.085726473069197,-9.821273401498795
1754668306.364443,19.822061585695792,-3.865937611020702
1754668306.395955,25.911235679459576,-8.11275430970192
1754668306.427738,19.879701323035217,-4.649928693401758
1754668306.4600034,21.032614099071065,-5.653649502186081
1754668306.491727,23.532805369377137,-6.736482081699377
1754668306.5237267,17.506347954371492,-3.2772534809852853
1754668306.5559266,21.966915073013304,-5.747537811183928
1754668306.5877056,17.02835348802249,-3.266558610792889
1754668306.6199684,20.717514100003243,-5.04974380521774
1754668306.6515787,18.02112748296344,-3.0622982737909594
1754668306.6834953,15.614590044386349,-2.4842811235062134
1754668306.7154043,18.878888913273812,-3.9005136130571385
1754668306.7473986,14.495310871762781,-1.4178072035604254
1754668306.779245,15.47740522475678,-2.1622297160172566
1754668306.8109484,17.15491118206978,-2.873795167636867
1754668306.8430817,13.890267041659854,-2.386887159958801
1754668306.874497,16.32567223272323,-2.74472587947845
1754668306.9064207,14.167712533771267,-1.2490142988442066
1754668306.954135,13.259163125208358,-1.5328307170124156
1754668307.0018969,13.656311102794742,-2.0052290517330182
1754668307.0340166,14.523010377025606,-2.010586626195909
1754668307.0658393,11.20623418071734,-0.0012414329747538755
1754668307.0981522,13.638516911602018,-1.3989866261959079
1754668307.1303804,10.346868295442945,-0.899703607928074
1754668307.1625822,11.612767632366772,-1.2433998952627183
1754668307.1944199,12.451550408768657,-1.2420722630977632
1754668307.226158,9.111088658112443,-0.23156549307160545
1754668307.25781,10.386484711784211,-0.9283421422004696
1754668307.289941,11.227282821130759,-0.924322559523582
1754668307.3218153,9.014441580188736,-0.41723422458192044
1754668307.3540056,10.626865699672695,-0.7607366004705423
1754668307.385809,8.687222253913285,-1.2593064848458877
1754668307.417682,8.125011430154034,0.09693753476954658
1754668307.4495256,9.528294439744947,-0.591692192411423
1754668307.4974296,8.271829651110211,-0.1946901213292366
1754668307.5292575,6.818996499430035,0.08473875581283469
1754668307.5614233,8.132015160512381,-0.25526041846275316
1754668307.5932872,8.347671329259875,-0.24596889710426306
1754668307.625462,6.402494357620508,-0.23658671793937658
1754668311.4944396,-5.6716,-11.916300000000003
1754668311.541136,-5.743830029392242,-11.67507760497512
1754668311.589236,-5.818231101131439,-12.067525871896748
1754668311.6214383,-5.868041531848907,-12.670397496050004
1754668311.6532817,-5.917296939849853,-12.428567887187008
1754668311.6855044,-4.846314982026038,-8.542148916800052
1754668311.716986,-5.381923671851495,-9.873610176703378
1754668311.748759,-5.625564456605908,-11.019442931199077
1754668311.780767,-4.260217126235311,-5.092628359847016
1754668311.8125155,-5.279144818115235,-9.331853624129291
1754668311.844082,-3.6116372563942436,-5.355941218772671
1754668311.8758717,-4.837485567712782,-8.233830330061913
1754668311.9083877,-4.875587819623945,-6.312544175837704
1754668311.9401956,-3.2129037520764197,-4.7181471952952485
1754668311.9723089,-4.425596982502938,-6.862733334732061
1754668312.0040488,-3.892043291301019,-3.8878727906519917
1754668312.0363743,-4.31705661122799,-6.029193091297149
1754668312.0683815,-3.2225413244040304,-4.063914646313205
1754668312.100193,-4.030699921226501,-5.489389121103285
1754668312.1319232,-2.922528352491671,-3.506372783951792
1754668312.1636117,-3.736931883049008,-4.938556849288937
1754668312.1953273,-2.9123312372062555,-2.9532255201105495
1754668312.2274702,-3.525931475734712,-4.378613630914691
1754668312.2593987,-2.9851636198995406,-2.393854752542289
1754668312.3070245,-2.751810694361869,-3.4283541409741733
1754668312.354914,-2.741292631767166,-2.1441617717515333
1754668315.496202,-34.375,-11.458699999999999
1754668315.5212495,-34.60571691393852,-11.535608098959921
1754668315.5781903,-35.143640637397766,-11.71492174463272
1754668315.608179,-35.42478531599045,-11.808639636373519
1754668315.639817,-34.58266425349584,-11.907511259627341
1754668315.6717706,-35.67068420338631,-12.007369371318816
1754668315.7034292,-25.73880504432349,-5.033404445050667
1754668315.735065,-33.11153079371452,-10.028738445568086
1754668315.8228855,-25.89484268825309,-6.291441845031105
1754668315.858956,-29.715086469340328,-8.132966805553437
1754668315.891156,-21.524370174616227,-4.202934316434854
1754668315.9229722,-19.6275157836565,-2.9886534693549054
1754668315.9546487,-25.316192726302145,-5.823114764118193
1754668315.986573,-21.55298868335213,-3.8541312461883184
1754668316.0186646,-24.470986026263233,-5.283532612609861
1754668316.0507357,-17.892239041512184,-2.818382549811757
1754668316.0828805,-22.730573708438875,-4.5790057483673134
1754668316.177233,-17.953080219461402,-2.742675084696124
1754668316.225605,-18.46381432729562,-2.4462565750807275
1754668316.2735336,-15.68779585874828,-1.6105843760035052
1754668316.3054385,-18.278476552653316,-2.549265975856776
1754668316.3373432,-16.131487559745004,-1.5543629239317545
1754668316.369395,-13.581095749388465,-1.260704409247841
1754668316.4008415,-16.601435541462894,-1.9573304692745221
1754668316.4322882,-14.698089911958704,-1.454750187609154
1754668316.4801495,-13.17877707275982,-0.6526509190659554
1754668316.527617,-14.254061072243873,-1.7388095417034997
1754668316.5757506,-11.859751061059514,-0.7346894831926146
1754668316.623612,-12.475197491464959,-1.1947408549785612
1754668316.6558638,-13.320957920217516,-1.193395953464508
1754668316.6876545,-10.548023545696724,-0.18404400427041978
1754668316.719671,-12.571418832278248,-0.8796136666059486
1754668316.7515435,-10.929120900747485,-0.372507342183886
1754668316.7838476,-9.92002613635516,-0.7160090164899815
1754668316.8160632,-11.510651292681692,-0.7106354552030552
1754668316.8481832,-9.867285625907124,-0.7052778409719456
1754668316.880264,-8.261816825126683,0.298193103728121
1754668316.9283495,-8.519879419639716,-0.38054427263736657
1754668316.9604166,-9.588410450696943,-0.37253071422576844
1754668317.008555,-8.762809043542505,0.02540714802120278
1754668317.056473,-7.577320700701977,-0.19162065010070695
